code_April_2020,previous_practice_codes,fm_1000_code_2020,lm_1000_code_2020,fm_1000_previous_codes,lm_1000_previous_codes
J83021,J83062,01/04/2013,01/04/2022,01/04/2013,01/04/2016
J83002,J83063,01/04/2013,01/04/2022,01/04/2013,01/11/2019
J83064,J83064,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83601,J83601,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83603,J83603,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83609,J83609,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83615,J83615,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83618,J83618,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83619,J83619,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83625,J83625,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83021,J83627,01/04/2013,01/04/2022,01/04/2013,01/04/2014
J83629,J83629,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83630,J83630,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83052,J83632,01/04/2013,01/04/2022,01/04/2013,01/10/2019
J83633,J83633,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83634,J83634,01/04/2013,01/01/2014,01/04/2013,01/01/2014
J83050,J83636,01/04/2013,01/04/2022,01/04/2013,01/04/2019
J83040,J83642,01/04/2013,01/04/2022,01/04/2013,01/09/2017
J83052,J83643,01/04/2013,01/04/2022,01/04/2013,01/01/2018
J83633,J83644,01/04/2013,01/04/2022,01/04/2013,01/06/2018
J83645,J83645,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83646,J83646,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J83009,J83649,01/04/2013,01/04/2022,01/04/2013,01/11/2017
J84003,J84003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84004,J84004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84005,J84005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84007,J84007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84008,J84008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84010,J84010,01/04/2013,01/04/2020,01/04/2013,01/04/2020
J84011,J84011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84012,J84012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84013,J84013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84014,J84014,01/04/2013,01/10/2019,01/04/2013,01/10/2019
J84015,J84015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84016,J84016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84017,J84017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84018,J84018,01/04/2013,01/04/2020,01/04/2013,01/04/2020
J84019,J84019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
J84020,J84020,01/04/2013,01/02/2020,01/04/2013,01/02/2020
J84008,J84602,01/04/2013,01/04/2022,01/04/2013,01/01/2016
K81001,K81001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81002,K81002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81003,K81003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81004,K81004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81005,K81005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81006,K81006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81007,K81007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81010,K81010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81012,K81012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81014,K81014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81015,K81015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81017,K81017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81018,K81018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81019,K81019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81020,K81020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81021,K81021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81022,K81022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81030,K81023,01/04/2013,01/04/2022,01/04/2013,01/04/2019
K81024,K81024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81025,K81025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81026,K81026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81027,K81027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81028,K81028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81030,K81030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81610,K81032,01/04/2013,01/04/2022,01/04/2013,01/07/2018
K81034,K81034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81036,K81036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81039,K81039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81040,K81040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81041,K81041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81042,K81042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81043,K81043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81651,K81044,01/04/2013,01/04/2022,01/04/2013,01/10/2015
K81045,K81045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81046,K81046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81047,K81047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81048,K81048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81050,K81050,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81051,K81051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81052,K81052,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81014,K81054,01/04/2013,01/04/2022,01/04/2013,01/07/2013
K81055,K81055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81056,K81056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81057,K81057,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81059,K81059,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81060,K81060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81063,K81061,01/04/2013,01/04/2022,01/04/2013,01/04/2016
K81062,K81062,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81063,K81063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81605,K81065,01/04/2013,01/04/2022,01/04/2013,01/04/2016
K81066,K81066,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81062,K81067,01/04/2013,01/04/2022,01/04/2013,01/08/2019
K81068,K81068,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81069,K81069,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81070,K81070,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81651,K81072,01/04/2013,01/04/2022,01/04/2013,01/05/2017
K81073,K81073,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81074,K81074,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81075,K81075,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81076,K81076,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81077,K81077,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81078,K81078,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81080,K81080,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81081,K81081,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81082,K81082,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81083,K81083,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81084,K81084,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81085,K81085,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81086,K81086,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81087,K81087,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81089,K81089,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81020,K81091,01/04/2013,01/04/2022,01/04/2013,01/04/2013
K81092,K81092,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81094,K81094,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81097,K81097,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81100,K81100,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81040,K81101,01/04/2013,01/04/2022,01/04/2013,01/06/2017
K81102,K81102,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81103,K81103,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81605,K81605,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81607,K81607,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81608,K81608,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81610,K81610,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81613,K81613,01/04/2013,01/10/2020,01/04/2013,01/10/2020
K81616,K81616,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81622,K81622,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81630,K81630,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81025,K81632,01/04/2013,01/04/2022,01/04/2013,01/04/2013
K81633,K81633,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81636,K81636,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81638,K81638,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81640,K81640,01/04/2013,01/10/2019,01/04/2013,01/10/2019
K81644,K81644,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81645,K81645,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81647,K81647,01/04/2013,01/06/2019,01/04/2013,01/06/2019
K81651,K81651,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81655,K81655,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81656,K81656,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K81657,K81657,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82033,K81667,01/04/2013,01/04/2022,01/04/2013,01/04/2015
K82001,K82001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82003,K82003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82004,K82004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82066,K82005,01/04/2013,01/04/2022,01/04/2013,01/07/2018
K82006,K82006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82007,K82007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82008,K82008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82009,K82009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82010,K82010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82011,K82011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82012,K82012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82013,K82013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82014,K82014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82015,K82015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82016,K82016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82017,K82017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82018,K82018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82019,K82019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82020,K82020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82021,K82021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82022,K82022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82023,K82023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82024,K82024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82025,K82025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82026,K82026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82027,K82027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82028,K82028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82029,K82029,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82030,K82030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82031,K82031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82032,K82032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82033,K82033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82047,K82034,01/04/2013,01/04/2022,01/04/2013,01/10/2017
K82035,K82035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82036,K82036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82037,K82037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82038,K82038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82039,K82039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82040,K82040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82042,K82042,01/04/2013,01/05/2020,01/04/2013,01/05/2020
K82043,K82043,01/04/2013,01/06/2020,01/04/2013,01/06/2020
K82044,K82044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82045,K82045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82046,K82046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82047,K82047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82048,K82048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82049,K82049,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82050,K82050,01/04/2013,01/04/2020,01/04/2013,01/04/2020
K82051,K82051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82053,K82053,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82054,K82054,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82055,K82055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82057,K82057,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82058,K82058,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82059,K82059,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82060,K82060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82061,K82061,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82062,K82062,01/04/2013,01/09/2019,01/04/2013,01/09/2019
K82064,K82064,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82065,K82065,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82066,K82066,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82067,K82067,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82068,K82068,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82007,K82069,01/04/2013,01/04/2022,01/04/2013,01/10/2016
K82070,K82070,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82007,K82071,01/04/2013,01/04/2022,01/04/2013,01/10/2014
K82073,K82073,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82074,K82074,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82076,K82076,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82078,K82078,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82079,K82079,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82603,K82603,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82038,K82608,01/04/2013,01/04/2022,01/04/2013,01/10/2014
K82610,K82610,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82615,K82615,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y02900,K82616,01/04/2013,01/04/2022,01/04/2013,01/04/2013
K82617,K82617,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82618,K82618,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82621,K82621,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82631,K82631,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K82633,K82633,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83002,K83002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83003,K83003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83049,K83004,01/04/2013,01/04/2022,01/04/2013,01/04/2016
K83005,K83005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83006,K83006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83007,K83007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83008,K83008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83009,K83009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83010,K83010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83011,K83011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83012,K83012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83013,K83013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83014,K83014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83015,K83015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83017,K83017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83018,K83018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83019,K83019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83020,K83020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83021,K83021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83022,K83022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83023,K83023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83024,K83024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83025,K83025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83026,K83026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83027,K83027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83028,K83028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83029,K83029,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83030,K83030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83031,K83031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83032,K83032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83033,K83033,01/04/2013,01/11/2019,01/04/2013,01/11/2019
K83035,K83035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83036,K83036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83037,K83037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83039,K83039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83040,K83040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83041,K83041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83042,K83042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83043,K83043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83044,K83044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83047,K83047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83048,K83048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83049,K83049,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83050,K83050,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83051,K83051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83052,K83052,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83053,K83053,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83055,K83055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83056,K83056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83014,K83058,01/04/2013,01/04/2022,01/04/2013,01/06/2017
K83059,K83059,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83064,K83064,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83065,K83065,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83066,K83066,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83068,K83068,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83069,K83069,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83070,K83070,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83042,K83074,01/04/2013,01/04/2022,01/04/2013,01/01/2014
K83076,K83076,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83077,K83077,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83079,K83079,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83080,K83080,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83081,K83081,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83601,K83601,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83607,K83607,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83610,K83610,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83614,K83614,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83616,K83616,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83618,K83618,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83601,K83619,01/04/2013,01/04/2022,01/04/2013,01/04/2017
K83620,K83620,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83621,K83621,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83622,K83622,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K83625,K83625,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84001,K84001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84002,K84002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84003,K84003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84004,K84004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84025,K84005,01/04/2013,01/04/2022,01/04/2013,01/04/2017
K84006,K84006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84007,K84007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84008,K84008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84009,K84009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84010,K84010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84011,K84011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84012,K84012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84013,K84013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84014,K84014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84015,K84015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84016,K84016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84017,K84017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84019,K84019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84020,K84020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84021,K84021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84082,K84022,01/04/2013,01/04/2022,01/04/2013,01/10/2015
K84023,K84023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84024,K84024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84025,K84025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84026,K84026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84027,K84027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84028,K84028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84026,K84029,01/04/2013,01/04/2022,01/04/2013,01/10/2013
K84030,K84030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84031,K84031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84032,K84032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84033,K84033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84034,K84034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84035,K84035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84036,K84036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84037,K84037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84038,K84038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84030,K84039,01/04/2013,01/04/2022,01/04/2013,01/04/2015
K84040,K84040,01/04/2013,01/05/2020,01/04/2013,01/05/2020
K84041,K84041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84042,K84042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84043,K84043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84044,K84044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84045,K84045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84046,K84046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84047,K84047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84048,K84048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84049,K84049,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84050,K84050,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84051,K84051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84052,K84052,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84054,K84054,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84055,K84055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84056,K84056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84058,K84058,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84059,K84059,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84060,K84060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84062,K84062,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84063,K84063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84065,K84065,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84071,K84071,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84072,K84072,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84613,K84073,01/04/2013,01/04/2022,01/04/2013,01/10/2016
K84019,K84074,01/04/2013,01/04/2022,01/04/2013,01/01/2016
K84075,K84075,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84009,K84076,01/04/2013,01/04/2022,01/04/2013,01/01/2017
K84051,K84077,01/04/2013,01/04/2022,01/04/2013,01/04/2015
K84078,K84078,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84079,K84079,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84080,K84080,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84082,K84082,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84605,K84605,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84004,K84608,01/04/2013,01/04/2022,01/04/2013,01/07/2014
K84610,K84610,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84613,K84613,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84026,K84615,01/04/2013,01/04/2022,01/04/2013,01/07/2014
K84013,K84617,01/04/2013,01/04/2022,01/04/2013,01/09/2019
K84618,K84618,01/04/2013,01/04/2022,01/04/2013,01/04/2022
K84009,K84620,01/04/2013,01/04/2022,01/04/2013,01/04/2016
K84621,K84621,01/04/2013,01/10/2016,01/04/2013,01/10/2016
K84622,K84622,01/04/2013,01/01/2017,01/04/2013,01/01/2017
